caseid,age,feelings_life,own_rent,hh_type,hh_size,self_rated_health,self_rated_mental_health,lives_with_partner,children_in_household
19475,52,8,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Very good,No,No child
19476,60.6,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,No,No child
19477,21,7,"Owned by you or a member of this household, even if it i...",Other,3,Excellent,Excellent,No,No child
19478,40.3,8,"Rented, even if no cash rent is paid",Other,4,Good,Good,Yes,Two children
19479,21.5,9,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),3,Very good,Excellent,No,No child
19480,54.9,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Excellent,No,No child
19481,75.7,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,No,No child
19482,53.1,10,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Excellent,No,No child
19483,72.1,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Excellent,Excellent,No,No child
19484,35.3,9,"Owned by you or a member of this household, even if it i...",Single detached house,5,Very good,Good,No,Three or more children
19485,43.1,10,"Owned by you or a member of this household, even if it i...",Single detached house,4,Very good,Good,No,Two children
19486,49.3,8,"Owned by you or a member of this household, even if it i...",Other,2,Good,Good,No,No child
19487,40.8,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Excellent,Excellent,No,No child
19488,53.8,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,Yes,No child
19489,40.3,9,"Owned by you or a member of this household, even if it i...",Single detached house,1,Excellent,Excellent,No,No child
19490,70.1,7,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Very good,Excellent,No,No child
19491,58.9,7,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Good,Yes,No child
19492,40.8,7,"Owned by you or a member of this household, even if it i...",Single detached house,3,Excellent,Very good,No,One child
19493,69.8,7,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Excellent,Excellent,No,No child
19494,28,9,"Rented, even if no cash rent is paid",Other,2,Excellent,Excellent,No,No child
19495,65.4,9,"Owned by you or a member of this household, even if it i...",Single detached house,1,Very good,Very good,No,No child
19496,80,7,"Owned by you or a member of this household, even if it i...",Single detached house,1,Fair,Good,No,No child
19497,59.8,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Very good,No,No child
19498,29.3,7,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),2,Good,Poor,Yes,No child
19499,42.2,8,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Very good,No,No child
19500,74.8,9,"Owned by you or a member of this household, even if it i...",Single detached house,1,Excellent,Excellent,No,No child
19501,61.2,10,"Rented, even if no cash rent is paid",Single detached house,1,Very good,Good,No,No child
19502,47.4,10,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Excellent,No,No child
19503,63.9,7,"Rented, even if no cash rent is paid",Single detached house,5,Very good,Very good,No,One child
19504,57.9,8,"Owned by you or a member of this household, even if it i...",Other,2,Very good,Very good,No,No child
19505,39.3,6,"Rented, even if no cash rent is paid",Other,3,Good,Good,No,Two children
19506,37.3,10,"Owned by you or a member of this household, even if it i...",Single detached house,4,Very good,Excellent,No,Two children
19507,75.3,8,"Owned by you or a member of this household, even if it i...",Single detached house,1,Good,Very good,No,No child
19508,80,8,"Owned by you or a member of this household, even if it i...",Single detached house,1,Very good,Good,No,No child
19509,71.8,7,"Owned by you or a member of this household, even if it i...",Low-rise apartment (less than 5 stories),1,Good,Good,No,No child
19510,39.6,8,"Rented, even if no cash rent is paid",Other,5,Excellent,Very good,No,Two children
19511,40,9,"Owned by you or a member of this household, even if it i...",Single detached house,5,Good,Good,No,Three or more children
19512,67.2,7,"Owned by you or a member of this household, even if it i...",Other,2,Fair,Good,No,No child
19513,58.5,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Good,No,No child
19514,71.1,9,"Owned by you or a member of this household, even if it i...",Other,1,Excellent,Very good,No,No child
19515,39.3,9,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Excellent,No,Two children
19516,63.7,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Excellent,No,No child
19517,27.2,9,"Rented, even if no cash rent is paid",Other,4,Very good,Excellent,Yes,Two children
19518,59.1,5,"Owned by you or a member of this household, even if it i...",Other,2,Fair,Excellent,No,No child
19519,57.2,8,"Owned by you or a member of this household, even if it i...",Single detached house,3,Excellent,Good,No,No child
19520,26.3,6,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),2,Very good,Excellent,Yes,No child
19521,79.6,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,No,No child
19522,45.2,9,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Very good,No,Two children
19523,74.2,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,"NA",No,No child
19524,52.3,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Good,No,No child
19525,57.1,8,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Very good,Very good,No,No child
19526,68.7,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Excellent,No,No child
19527,55.8,10,"Owned by you or a member of this household, even if it i...",Single detached house,3,Excellent,Excellent,No,No child
19528,30,9,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Very good,No,No child
19529,78.6,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Excellent,No,No child
19530,58.5,4,"Rented, even if no cash rent is paid",Single detached house,2,Poor,Poor,No,No child
19531,54.7,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Very good,No,No child
19532,29,8,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),2,Very good,Very good,No,No child
19533,70.1,9,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Very good,Very good,No,No child
19534,31.5,9,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Excellent,Yes,Two children
19535,52.5,7,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Good,No,One child
19536,45.4,9,"Owned by you or a member of this household, even if it i...",Single detached house,3,Excellent,Excellent,No,No child
19537,39.1,7,"Owned by you or a member of this household, even if it i...",Single detached house,4,Fair,Fair,Yes,Two children
19538,65.4,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,No,No child
19539,57.4,6,"Rented, even if no cash rent is paid",Single detached house,2,Fair,Fair,No,No child
19540,80,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Excellent,Very good,No,No child
19541,67.3,7,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Very good,Very good,No,No child
19542,68.7,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Good,No,No child
19543,80,8,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Poor,Poor,No,No child
19544,40.9,9,"Owned by you or a member of this household, even if it i...",Single detached house,1,Very good,Excellent,No,No child
19545,57.4,9,"Owned by you or a member of this household, even if it i...",Single detached house,5,Fair,Excellent,No,No child
19546,19.2,7,"Owned by you or a member of this household, even if it i...","NA",4,Very good,Fair,No,One child
19547,77.8,9,"Owned by you or a member of this household, even if it i...",Single detached house,1,Good,Very good,No,No child
19548,69.4,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,No,No child
19549,50.4,8,"Rented, even if no cash rent is paid",Single detached house,1,Good,Excellent,No,No child
19550,50.8,9,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Very good,No,One child
19551,55.6,4,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Good,No,No child
19552,52.1,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Very good,Yes,No child
19553,60,8,"Rented, even if no cash rent is paid",Other,2,Good,Good,No,No child
19554,77,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Good,No,No child
19555,46.8,6,"Owned by you or a member of this household, even if it i...",Other,3,Good,Fair,No,Two children
19556,58.5,9,"Owned by you or a member of this household, even if it i...",Single detached house,5,Good,Excellent,No,No child
19557,34.8,10,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),4,Excellent,Good,Yes,Two children
19558,31.3,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Excellent,Excellent,No,No child
19559,71.1,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Excellent,Excellent,No,No child
19560,20.6,8,"Rented, even if no cash rent is paid",Single detached house,4,Very good,Very good,No,No child
19561,73.9,8,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Good,Good,No,No child
19562,74.6,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Excellent,No,No child
19563,72.8,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,No,No child
19564,49.3,8,"Owned by you or a member of this household, even if it i...",High-rise apartment (5 or more stories),3,Good,Good,No,One child
